basis_form,k_base,mse_male_validation,mse_female_validation,mse_male_test,mse_female_test,Country
ts,5,0.0541958643073865,0.110241986690169,0.167136294914358,0.387920280807077,IRL
ts,6,0.0674999872868971,0.101191506748395,0.2421894040995,0.284394170440139,IRL
ts,7,0.0563963996173988,0.0924637595948059,0.141181578557873,0.221923741166715,IRL
cs,2,0.0441238250134665,0.135624302314992,0.143265724061368,0.658963785354635,ISR
cs,3,0.0555331040967198,0.116752918596968,0.196624664191658,0.501458751624431,ISR
cs,4,0.0555331040967198,0.116752918596968,0.196624664191658,0.50145875162443,ISR
cs,5,0.0555331040967198,0.116752918596968,0.196624664191658,0.501458751624431,ISR
cs,6,0.0555331040967198,0.116752918596968,0.196624664191658,0.501458751624431,ISR
cs,7,0.0555331040967198,0.116752918596968,0.196624664191658,0.50145875162443,ISR
tp,2,0.0448572899548896,0.153139196510124,0.140200406231427,0.792497150298995,ISR
tp,3,0.0517481625460539,0.148887386646406,0.174185710832774,0.750241212411845,ISR
tp,4,0.0517481625460542,0.148887386483313,0.174185710832776,0.750241211196702,ISR
tp,5,0.0517481625460552,0.148887381529421,0.174185710832784,0.75024117428232,ISR
tp,6,0.0517481625460539,0.148887386877495,0.174185710832775,0.750241214133595,ISR
tp,7,0.0517481625460536,0.148887383499221,0.174185710832773,0.75024118896211,ISR
ts,2,0.0447484543337194,0.127031471753656,0.145194222060944,0.589900480442458,ISR
ts,3,0.0476519042847083,0.1185680469157,0.145129060596053,0.513128861574481,ISR
ts,4,0.0476518950388782,0.118568046973418,0.14512902303427,0.51312886174294,ISR
ts,5,0.0476519105419851,0.118568046161118,0.14512908591509,0.51312886026294,ISR
ts,6,0.0476518942891727,0.118568046117122,0.145129019863135,0.513128862573343,ISR
ts,7,0.0476519162574302,0.11856804770923,0.14512910902641,0.513128864146036,ISR
cs,2,0.029636160541094,0.0380193270454384,0.118032541662658,0.0682882780696609,ITA
cs,3,0.0518476468231246,0.0318042808392554,0.694022771646685,0.156647147650458,ITA
cs,4,0.0803026009688155,0.0346626012729622,1.08561942341254,0.184008396971384,ITA
cs,5,0.0916099933650106,0.0498385752848984,1.22014320553302,0.332724557248473,ITA
cs,6,0.0730661753177119,0.105549112660908,1.00240255140586,0.927890078770991,ITA
cs,7,0.0738893217395174,0.126021649824125,1.0012698188121,1.15594727366726,ITA
tp,2,0.0298491491023874,0.0382890340749015,0.116560319548385,0.0685193914107108,ITA
tp,3,0.0552665028369387,0.0309395217837152,0.760583255892175,0.174802224998088,ITA
tp,4,0.0572446234596891,0.0335551258258215,0.741976818508629,0.108419629558105,ITA
tp,5,0.087861463744621,0.0543564078171106,1.1594147568541,0.36910239440051,ITA
tp,6,0.034116589066707,0.0556870730508085,0.345683801755313,0.224198065683367,ITA
tp,7,0.0609002394077437,0.0462819785253528,0.755754549837396,0.189348933709662,ITA
ts,2,0.0298782899560368,0.0382890997984794,0.116223919918483,0.068666620779348,ITA
ts,3,0.0550855105417112,0.0309025325520766,0.758258810356526,0.173754437469052,ITA
ts,4,0.0590478602436671,0.0341209403137913,0.764428368448186,0.114047756040128,ITA
ts,5,0.0876886057521835,0.0543509680061064,1.15722454494179,0.368737263748161,ITA
ts,6,0.0340553180654421,0.0558176450367169,0.344033224391295,0.224681422961703,ITA
ts,7,0.0607433558098651,0.0461117532457529,0.754030102140328,0.188051755839453,ITA
cs,2,0.0196607609195422,0.0147937031702755,0.122643435522277,0.0900716564092891,JPN
cs,3,0.0230495435515397,0.0152148828686395,0.181982971397583,0.124471747356522,JPN
cs,4,0.0265578660341457,0.0178644397058852,0.207861150712875,0.153440902763152,JPN
cs,5,0.0269935397029262,0.018364959520992,0.238866916141714,0.155398320671289,JPN
cs,6,0.0476985103704367,0.0187433373252748,0.478042943279494,0.160862918259562,JPN
cs,7,0.0608027861026197,0.0195806884013723,0.629385856881838,0.16612656268594,JPN
tp,2,0.020002857189188,0.0152689569129926,0.12497835358882,0.0924125740160348,JPN
tp,3,0.0213631335710358,0.0153874760802096,0.16457540739512,0.128867910058706,JPN
tp,4,0.029360051625562,0.0202180896550249,0.235244961481743,0.165240576792339,JPN
tp,5,0.0307833175153767,0.0199093094754722,0.27532453251237,0.174076877324481,JPN
tp,6,0.0554097502762192,0.0768380360220578,0.568941319907446,0.796619835476396,JPN
tp,7,0.0503167289337435,0.0583420120690324,0.473605321332908,0.575445975578859,JPN
ts,2,0.0200021552360655,0.0152792121579452,0.124799129950866,0.092464155571865,JPN
ts,3,0.0213555957031554,0.0153731075310536,0.164465603522126,0.128679011155946,JPN
ts,4,0.0293258531924345,0.0201553927829755,0.234173819822996,0.163771654863855,JPN
ts,5,0.0306624786829332,0.0198708531583737,0.273660891365077,0.173846098572255,JPN
ts,6,0.0551758593896462,0.076600483625916,0.565830443857005,0.794165436279137,JPN
ts,7,0.0502243815681459,0.0580788208237171,0.472524419031798,0.572556603122537,JPN
cs,2,0.0997945278302206,0.0601500955494351,0.472561840369771,0.234793639286016,LVA
cs,3,0.0902876748792186,0.0921205888684549,0.472682359512567,0.628499769024796,LVA
cs,4,0.103174902403947,0.0748853240123053,0.50501310228478,0.422107292094186,LVA
cs,5,0.352022431977184,0.0741538308066561,2.91405526530039,0.399483203626025,LVA
cs,6,0.604251614186605,0.0752432032191621,5.61583840620416,0.406750055171473,LVA
cs,7,0.60425161418661,0.0752432032191637,5.61583840620422,0.406750055171489,LVA
tp,2,0.0968356462975297,0.0602689249990439,0.464273532699938,0.237289140801916,LVA
tp,3,0.0955177774220704,0.0775013310771177,0.516210996130741,0.532378525694308,LVA
tp,4,0.0702881053322583,0.0581964645904612,0.360833586717617,0.281130217190378,LVA
tp,5,0.405454925228509,0.0751113027093254,3.41851155464238,0.405504658904332,LVA
tp,6,0.177800749328449,0.0608353031390557,1.311910251936,0.303066075229788,LVA
tp,7,0.177800749327588,0.0608353031390519,1.31191025192607,0.303066075229711,LVA
ts,2,0.0966511968921072,0.060414631351286,0.463472297378632,0.239238242665602,LVA
ts,3,0.0959685227600515,0.0764948690280898,0.513723963415116,0.522508324577224,LVA
ts,4,0.0710319008088685,0.0586235506604725,0.368438746262467,0.293455882764299,LVA
ts,5,0.408231356596185,0.0752067419141185,3.45217726908765,0.407281860117523,LVA
ts,6,0.0923286676152762,0.0631012164785393,0.506498340313754,0.353799111726041,LVA
ts,7,0.0923286676152803,0.0631012164785394,0.506498340313836,0.353799111726046,LVA
cs,2,0.0765625941584777,0.0721625950327794,0.228231308275181,0.132334498002851,LTU
cs,3,0.0562594533193643,0.0736765738482407,0.15946022162864,0.136194042605799,LTU
cs,4,0.0586330525800046,0.0730770664022976,0.163965289000446,0.147914720782155,LTU
cs,5,0.0600185808844904,0.0741068101573119,0.168096841904964,0.154295792301776,LTU
cs,6,0.0603318890926045,0.0742284572158793,0.170740130384043,0.154691511832615,LTU
cs,7,0.0603318890926039,0.0742284572158795,0.170740130384041,0.154691511832616,LTU
tp,2,0.0745508253878112,0.0718076958568226,0.216116656829222,0.130484843927154,LTU
tp,3,0.0558910238321868,0.0727932922285877,0.163915642972869,0.134631611307649,LTU
tp,4,0.0558379311009769,0.0682131419284071,0.208052543077881,0.119407891843284,LTU
tp,5,0.0589687673678023,0.0743205555312776,0.166708452669904,0.155911480305186,LTU
tp,6,0.0580259191644335,0.0681679484548172,0.155195008973683,0.115712911872941,LTU
tp,7,0.0580259191644251,0.0681679484548172,0.15519500897364,0.115712911872941,LTU
ts,2,0.074359796532527,0.0718126194311763,0.215327474096122,0.130569810825365,LTU
ts,3,0.056982374082225,0.0727265145591793,0.16785865336078,0.138864216986191,LTU
ts,4,0.0556921464632554,0.0681746063816784,0.205138001781729,0.119762669264982,LTU
ts,5,0.0599788158026897,0.0741060978716818,0.171147090304642,0.154972268251728,LTU
ts,6,0.0553229631307125,0.0681565730078027,0.163001564578156,0.115958112548298,LTU
ts,7,0.0553229631307128,0.0681565730078027,0.16300156457817,0.115958112548298,LTU
cs,2,0.143308364831334,0.189296635162452,0.491850473143633,0.221766350632366,LUX
cs,3,0.144135728068733,0.20383427512718,0.520417080748549,0.306865062278659,LUX
cs,4,0.143324173070208,0.217173449086233,0.516529244443267,0.437246900258461,LUX
cs,5,0.154289050784901,0.218858742761478,0.671154509468585,0.473548812551705,LUX
cs,6,0.169208743938696,0.408109271602142,1.04322682815713,3.36361070932337,LUX
cs,7,0.169208743938696,0.408109271602142,1.04322682815713,3.36361070932337,LUX
tp,2,0.142540324496018,0.188803247594542,0.488251789584676,0.220373318914973,LUX
tp,3,0.145228593083433,0.209510515538243,0.531716596490554,0.365690682977549,LUX
tp,4,0.136737435847686,0.203067583694402,0.417493880338653,0.293659482244536,LUX
tp,5,0.143333961265099,0.227089095606704,0.518929678134736,0.581449959813458,LUX
tp,6,0.142452585643401,0.197766124525876,0.481895177726205,0.262761162624188,LUX
tp,7,0.142452585567346,0.197766137042321,0.481895176455535,0.262761251533954,LUX
ts,2,0.138609007572069,0.189244275301498,0.421259157414739,0.219384577519678,LUX
ts,3,0.145077570095655,0.206254264731699,0.527015711972305,0.333862732623064,LUX
ts,4,0.137505811409631,0.200377631735668,0.419446285088074,0.274786161242613,LUX
ts,5,0.143337479058826,0.199272077020252,0.514479326340381,0.25776508842203,LUX
ts,6,0.138609010582746,0.193412040185945,0.42125917628226,0.221345178208412,LUX
ts,7,0.138609009554785,0.193412040186238,0.421259169954441,0.221345178208721,LUX
cs,2,0.0207602588922061,0.0276654743661031,0.110872014534694,0.0589387394863671,NLD
cs,3,0.0166135183508205,0.0326738815212724,0.122799629714798,0.125989571819892,NLD
cs,4,0.0199609766387339,0.0372827127502844,0.148756080813878,0.18923732316754,NLD
cs,5,0.0221609810034348,0.0402162363246844,0.170227292242583,0.226288026046076,NLD
cs,6,0.0232916925529,0.0466816991372841,0.185322072251946,0.286432863171966,NLD
cs,7,0.110768203123192,0.0501089497453358,1.28691790901576,0.32133730087393,NLD
tp,2,0.021068693756604,0.027712316073893,0.112414543394666,0.0593688217071678,NLD
tp,3,0.0182254269023874,0.0341436937324809,0.139187745793981,0.140024539490053,NLD
tp,4,0.0199542272143299,0.0319550236189606,0.137750358762749,0.0870962464803166,NLD
tp,5,0.0246677798879047,0.0413462418509112,0.218569505336696,0.233186015143291,NLD
tp,6,0.0471784548156587,0.068930283203677,0.467843767996051,0.409237843175117,NLD
tp,7,0.0511531320517861,0.0349187526486893,0.524416500675228,0.128585735910201,NLD
ts,2,0.0210641541805454,0.027672571620848,0.112384236144467,0.0593144887204612,NLD
ts,3,0.018121556815132,0.0339253455537541,0.137995667540164,0.138108933706222,NLD
ts,4,0.0198706199450608,0.0319876743454134,0.137026937816897,0.0869121761579759,NLD
ts,5,0.0242550799677477,0.0408152724563189,0.214135742640122,0.228332150549456,NLD
ts,6,0.0464697705052212,0.0685850763085724,0.459427775474124,0.405775914184993,NLD
ts,7,0.0505227891521294,0.0297322590777329,0.516803970942029,0.0927257405622833,NLD
cs,2,0.0658593104435723,0.0584259439639164,0.220492522486364,0.120767556060917,NZL_NP
cs,3,0.0726577821249083,0.0620466818547911,0.307375593325567,0.143340353917066,NZL_NP
cs,4,0.0728177892933202,0.0634128673984005,0.304938465805832,0.151152032923352,NZL_NP
cs,5,0.0733550033127586,0.0635495254645627,0.306810352097746,0.151957755421897,NZL_NP
cs,6,0.073701870460944,0.0636453403446814,0.308979073687197,0.151984114640453,NZL_NP
cs,7,0.0738155957937686,0.0637019115951025,0.309556359987476,0.152118176482023,NZL_NP
tp,2,0.0660633082678585,0.0582755675898209,0.220868305746018,0.11903624091439,NZL_NP
tp,3,0.0721879174987975,0.0673923445592174,0.307958511091014,0.178477650741033,NZL_NP
tp,4,0.126846432484648,0.0650632808954844,0.653467136606007,0.170758158014724,NZL_NP
tp,5,0.076585816876713,0.0639111661881115,0.330221774562663,0.155511345131843,NZL_NP
tp,6,0.119329161884783,0.0636353298909493,0.591115068821437,0.161326904115292,NZL_NP
tp,7,0.0717688105760211,0.0599358817669104,0.28599099944372,0.131205552108362,NZL_NP
ts,2,0.066010832845285,0.0580993625719761,0.220508136108917,0.118205620712657,NZL_NP
ts,3,0.0715843480728279,0.0672346616246798,0.303990206601073,0.177635207795292,NZL_NP
ts,4,0.123353700892517,0.0642466293059979,0.629091078643231,0.165503862615465,NZL_NP
ts,5,0.0756896894574041,0.063449776588558,0.324313907392802,0.152731744124005,NZL_NP
ts,6,0.116758156573919,0.0632892512508598,0.573313730198282,0.159047297834411,NZL_NP
ts,7,0.0705875965107046,0.0597961198606322,0.278612464010505,0.13042904797078,NZL_NP
cs,2,0.0695715320508568,0.0802754757629714,0.204159824463314,0.158739390973368,NOR
cs,3,0.0688143247340772,0.0856593633283422,0.258282753744516,0.21655046147129,NOR
cs,4,0.0950846465580464,0.083314081288009,0.493788578475415,0.221453310604633,NOR
cs,5,0.0949718735587703,0.0871149577941727,0.536847466026471,0.26449978343729,NOR
cs,6,0.0984224898331823,0.0894874025717146,0.573758955639133,0.305266576244661,NOR
cs,7,0.10048926152361,0.0905533129424472,0.594540160663279,0.317094418960255,NOR
tp,2,0.0694795787925137,0.0803483293695271,0.204641455944046,0.158823428641353,NOR
tp,3,0.0706327553953014,0.0853573558289801,0.272892778360698,0.223721488310967,NOR
tp,4,0.0728255113701816,0.0781916025319763,0.245934459316114,0.143910280989241,NOR
tp,5,0.0906984211250326,0.0883007489942447,0.509147975024727,0.286604937920579,NOR
tp,6,0.090741133918951,0.113826490511723,0.41860483437677,0.58389066063481,NOR
tp,7,0.0647155937431307,0.0819642474029014,0.205382335604496,0.201571562747851,NOR
ts,2,0.0695643609451748,0.0803512179403731,0.205249918599171,0.159029525389776,NOR
ts,3,0.0705026801114794,0.0851926963661372,0.271857936667865,0.221634860730988,NOR
ts,4,0.0730844542611326,0.0782280625713819,0.247578112055274,0.144603737628215,NOR
ts,5,0.0903689925950757,0.0872314341320967,0.504012959773666,0.271908293345861,NOR
ts,6,0.0908685034116099,0.112054922228048,0.417400709151352,0.562243119245409,NOR
ts,7,0.0644847755252947,0.0818773355659937,0.207548635400569,0.200834722349524,NOR
cs,2,0.0273083051697611,0.023184680075568,0.250829318366133,0.152209159466233,POL
cs,3,0.0564888740725283,0.0435866075597654,0.557635879426753,0.314876629552185,POL
cs,4,0.0470590934305678,0.0313738508065236,0.623541801687943,0.24292209747618,POL
cs,5,0.0499445759225509,0.0322761110347048,0.665148789880247,0.252003935838217,POL
cs,6,0.0615382919506008,0.0363842691410517,0.744866312133976,0.384990454204538,POL
cs,7,0.0615382919506017,0.036384269141052,0.744866312133988,0.38499045420454,POL
tp,2,0.0265735239932018,0.0227097168005266,0.247463361692354,0.147468324883589,POL
tp,3,0.0610411888959582,0.0461170340420106,0.60534842668455,0.343603422389285,POL
tp,4,0.0282674560105556,0.0151415906465023,0.392678518922489,0.0960439267708119,POL
tp,5,0.0483683509481145,0.0332187859659244,0.626476821723877,0.261121777660385,POL
tp,6,0.0221486212312075,0.0150921645649066,0.267344842322133,0.11586277481552,POL
tp,7,0.0221486280828193,0.0150921699825885,0.267344907239787,0.115862819060535,POL
ts,2,0.0265059610782446,0.0227067227482113,0.246955939958511,0.14748889358097,POL
ts,3,0.0608938247136859,0.0458894478303007,0.603888500879221,0.341356263905723,POL
ts,4,0.0281359119105207,0.0151078422533819,0.390482922658667,0.0955777953857632,POL
ts,5,0.0482856221409912,0.0331116114488586,0.625328932140393,0.258433412602256,POL
ts,6,0.0216770374560074,0.0160426354095845,0.26878360421849,0.0877006486138779,POL
ts,7,0.0216770374538031,0.0160426356064453,0.26878360422841,0.087700649024532,POL
cs,2,0.0400848248955121,0.0403928058084167,0.285987406070694,0.187719409691962,PRT
cs,3,0.0262824184468321,0.0350414239015041,0.475592052782725,0.169006995396551,PRT
cs,4,0.0368429417103842,0.0819263330014088,0.456252614004671,0.710660338372789,PRT
cs,5,0.0785045771020377,0.10159832229377,0.770094759093138,0.964316926949911,PRT
cs,6,0.311266574117858,0.127926178494633,3.27913142443369,1.24890670987769,PRT
cs,7,0.497370536796699,0.141385938406244,5.32146872588987,1.39447775875239,PRT
tp,2,0.041348969687554,0.04121822059172,0.283315611306233,0.186924035718411,PRT
tp,3,0.0305944342005476,0.0361362784663352,0.569249280543428,0.212546421540506,PRT
tp,4,0.0456323296592846,0.0769130689946821,0.249128134940637,0.451594217579102,PRT
tp,5,0.145062754250305,0.107875858607126,1.41411729227332,1.03063169067255,PRT
tp,6,0.37878076292141,0.303761537854321,3.74193460904349,2.72131380354573,PRT
tp,7,0.313394147921557,0.230166061930131,3.10667141319881,1.93846308532881,PRT
ts,2,0.0412864788492536,0.0411798234599184,0.283222290129563,0.186769575887333,PRT
ts,3,0.0304462102292874,0.0360569996251596,0.566628456858267,0.211372309074707,PRT
ts,4,0.0455671502370368,0.0771636810414927,0.24889380396993,0.460575062493035,PRT
ts,5,0.145144618695287,0.106501930145655,1.41458617585835,1.01539504030606,PRT
ts,6,0.376968689682749,0.302717624093785,3.719756529044,2.71014493333465,PRT
ts,7,0.311186482549054,0.227639659324078,3.08169180825707,1.91206064564869,PRT
cs,2,0.104117653833987,0.0967661842054548,0.199638617390286,0.188909641768534,RUS
cs,3,0.0694293979463368,0.081116889393642,0.165940213211707,0.155046416240206,RUS
cs,4,0.0652565305844554,0.0785019025547589,0.160841062192301,0.159352862790278,RUS
cs,5,0.0706164243502507,0.0791245556044682,0.179593427044168,0.168637017488715,RUS
cs,6,0.0716467649743364,0.0799564182126688,0.178513969203433,0.175283196394814,RUS
cs,7,0.0716467649743363,0.0799564182126687,0.178513969203433,0.175283196394814,RUS
tp,2,0.102617225892478,0.0967269694865835,0.192231031751307,0.188356876410023,RUS
tp,3,0.0669107625598471,0.0793960514743482,0.164033724057354,0.147472256147594,RUS
tp,4,0.0602564718238829,0.0726834698979414,0.0945865204679268,0.119080397984275,RUS
tp,5,0.0705141550432905,0.0792014388226033,0.17565240522474,0.169884277577629,RUS
tp,6,0.120161159504664,0.155876627800088,0.516367348993252,0.737031056150642,RUS
tp,7,0.12016115950391,0.155876627799323,0.516367348987747,0.737031056145271,RUS
ts,2,0.102637340272974,0.096792026628473,0.192301103518454,0.188698089201858,RUS
ts,3,0.0668450584309998,0.0794600883420249,0.162796476378975,0.147341974632357,RUS
ts,4,0.0602349083147842,0.0726590989830641,0.0938952664566877,0.118808878229295,RUS
ts,5,0.0703324517450188,0.0793632257103399,0.173905694817096,0.170431752910903,RUS
ts,6,0.0985078255071702,0.0977318996738985,0.372567567993111,0.292050825852818,RUS
ts,7,0.0985078255069746,0.0977318996737996,0.372567567992019,0.29205082585227,RUS
cs,2,0.0419064561728015,0.0579161818423045,0.235105492252704,0.198619981744782,SVK
cs,3,0.055998886117842,0.0677440402693825,0.360878206942431,0.273363481004373,SVK
cs,4,0.0686611896682578,0.0632628661117695,0.465597011533221,0.247497787678182,SVK
cs,5,0.0744553572059485,0.0634248983216511,0.52025196300866,0.248099725494449,SVK
cs,6,0.0813599447110442,0.0637198765052174,0.586153859765545,0.24907055993534,SVK
cs,7,0.0856346625618543,0.0637137380106666,0.626824646992956,0.249277564160914,SVK
tp,2,0.041249725545669,0.057706129311974,0.231747218945456,0.198637762930896,SVK
tp,3,0.0585317392790929,0.0668152931588883,0.385177932612784,0.270192741466362,SVK
tp,4,0.0987589967743813,0.0562406115435529,0.724258218516368,0.195192876815916,SVK
tp,5,0.0741877712226764,0.0641132300446422,0.518756641538095,0.264771968894005,SVK
tp,6,0.0706744735668514,0.0563358085550246,0.435762733109611,0.19473573217512,SVK
tp,7,0.0818683406919712,0.0618961034196045,0.555315468475572,0.2397001533992,SVK
ts,2,0.041230759778151,0.0577086381251046,0.231629389393327,0.198630969146316,SVK
ts,3,0.0582398315097997,0.0665866968732083,0.382637633387278,0.268461164439109,SVK
ts,4,0.0988530194061942,0.0562742810646486,0.725278032356158,0.19521070977654,SVK
ts,5,0.0727885631308669,0.0639001722816206,0.505681324987484,0.26187268312891,SVK
ts,6,0.0714139554359946,0.0559121289425354,0.442654767133029,0.192685055040265,SVK
ts,7,0.081497073975439,0.0619346554490126,0.551958592651259,0.240191257166697,SVK
cs,2,0.0986137132966385,0.136772045121371,0.391818107467158,0.366504586519762,SVN
cs,3,0.112233070657899,0.161942167743394,0.528198127476698,0.675879575015587,SVN
cs,4,0.112233070657899,0.161942167743393,0.528198127476696,0.675879575015576,SVN
cs,5,0.112233070657899,0.161942167743393,0.5281981274767,0.675879575015573,SVN
cs,6,0.112233070657899,0.161942167743393,0.528198127476699,0.675879575015575,SVN
cs,7,0.112233070657899,0.161942167743393,0.528198127476697,0.675879575015577,SVN
tp,2,0.0984473842126413,0.141755180388368,0.385639907580833,0.401309155454773,SVN
tp,3,0.0981229524464264,0.14178599063697,0.386334481372219,0.400979540743904,SVN
tp,4,0.0981229524464265,0.141785987940911,0.386334481372221,0.400979514064868,SVN
tp,5,0.0981229524464264,0.141785992417705,0.386334481372219,0.400979558177219,SVN
tp,6,0.0981229524464264,0.141785987940911,0.386334481372219,0.400979514064868,SVN
tp,7,0.0981229524464262,0.141785989175897,0.386334481372214,0.40097952634992,SVN
ts,2,0.097453459033841,0.138449743178799,0.373360037955978,0.391673070939117,SVN
ts,3,0.0966558330547966,0.139821753616587,0.363543830349978,0.39036971429578,SVN
ts,4,0.0966558330547966,0.13982175373306,0.363543830349978,0.390369701956558,SVN
ts,5,0.101900213742032,0.139821753535496,0.433765046504153,0.390369701716533,SVN
ts,6,0.0971715953344678,0.139821753672435,0.362849574605073,0.39036970174999,SVN
ts,7,0.101900209706372,0.13982175373306,0.433765016809971,0.390369701956559,SVN
cs,2,0.0708336831971294,0.0244328904667528,0.758997293729886,0.109825591862703,ESP
cs,3,0.126454801793794,0.0477860709411055,1.54130570955057,0.380088316956011,ESP
cs,4,0.0970101346723474,0.0369855415147605,1.26347250251911,0.319403317030057,ESP
cs,5,0.0953976557574648,0.0379102955182404,1.24282754327405,0.347989437283766,ESP
cs,6,0.0974663100180354,0.0409142176557434,1.26188196032394,0.370438739113543,ESP
cs,7,0.0985354101798819,0.0420169118489424,1.27311390148474,0.377692983963384,ESP
tp,2,0.0695725116022657,0.0240590724925059,0.737502240898936,0.101964352477732,ESP
tp,3,0.130050330231378,0.0503446503221654,1.61075955879479,0.424590011234501,ESP
tp,4,0.0601668273840628,0.038189410558447,0.732973543833741,0.285510543812294,ESP
tp,5,0.096522067383502,0.0376004800789511,1.25438465200842,0.35050661741037,ESP
tp,6,0.0609778754100142,0.0417538330427279,0.697962610629134,0.293186821400695,ESP
tp,7,0.0963715812286897,0.0467344649184078,1.19729147314213,0.381381779056211,ESP
ts,2,0.0696002575095955,0.0240670393842632,0.737155163105777,0.101507222505539,ESP
ts,3,0.129763157963535,0.0501806438877188,1.60740673313048,0.422809930618573,ESP
ts,4,0.060716218211757,0.0394433461487738,0.742921934619686,0.303414299536715,ESP
ts,5,0.0963935992838767,0.0374049310672789,1.25230077906929,0.347631101984679,ESP
ts,6,0.0610885006953774,0.0419153364441112,0.699071471879808,0.294291703356831,ESP
ts,7,0.096314706729511,0.0466807312091235,1.19659326779234,0.380696991489143,ESP
cs,2,0.0456270916240284,0.0568281039742263,0.137156840361565,0.085049188546189,SWE
cs,3,0.0542197623491837,0.0577423873035468,0.156919029467943,0.100505057548236,SWE
cs,4,0.0557680016836593,0.0567333160374421,0.208898536216171,0.118962252801592,SWE
cs,5,0.0555390273744198,0.0561697296000546,0.206589642836382,0.120502628633107,SWE
cs,6,0.0559105177961015,0.0559337843003596,0.207773021225096,0.123534433642474,SWE
cs,7,0.0560093589908456,0.0559402070326663,0.207921779768375,0.12391538110356,SWE
tp,2,0.0457883379704905,0.0572819389510522,0.137764850624673,0.0848819713370531,SWE
tp,3,0.0535828637763869,0.0576895346455729,0.167799917004184,0.106617849984738,SWE
tp,4,0.0643619386585448,0.0606173965133908,0.207769099201275,0.089703239548506,SWE
tp,5,0.0554173506523578,0.0561351871777855,0.206368913771492,0.121517520433012,SWE
tp,6,0.0558876441576369,0.0586037127606968,0.142587266231387,0.0797457220883378,SWE
tp,7,0.057659392594364,0.059746185513331,0.164754177477449,0.0939030739764141,SWE
ts,2,0.0457435464732392,0.0572537080950967,0.136991786135814,0.084877799145122,SWE
ts,3,0.0534636169254842,0.0576471029342157,0.166574273573626,0.104771783486537,SWE
ts,4,0.0640103325766936,0.0604690996484718,0.205081607395679,0.089273296574549,SWE
ts,5,0.0551743394075004,0.0559911088374183,0.202314846910001,0.11861343090613,SWE
ts,6,0.055600273461725,0.0595455632158907,0.140550744532065,0.0833173402524529,SWE
ts,7,0.0572617474297369,0.059643529022634,0.162160393505581,0.0935382079651158,SWE
cs,2,0.0508634336266094,0.0623014485849516,0.280552190679629,0.23196600449506,CHE
cs,3,0.0675348305859242,0.0614369800928647,0.561617718395885,0.2404980973902,CHE
cs,4,0.0702053987233607,0.0587871780110499,0.583309608265601,0.232555193112711,CHE
cs,5,0.0719648371464453,0.0585741804261481,0.587532135702666,0.231229434541054,CHE
cs,6,0.0738087266315266,0.058413119717525,0.593855744950766,0.231534516801633,CHE
cs,7,0.0736438287502321,0.0583660658941663,0.592163283616329,0.231137262940164,CHE
tp,2,0.0507808283809574,0.0621014808064742,0.272929072645642,0.224191207478662,CHE
tp,3,0.0688990251534371,0.0632593685156564,0.583504072274664,0.264192547944531,CHE
tp,4,0.049341815488807,0.0595000458414373,0.315782922804395,0.214491734888214,CHE
tp,5,0.0724204656288652,0.0585657358631226,0.596058298694482,0.231028680385778,CHE
tp,6,0.0532964991397119,0.0609329674120904,0.343823803504265,0.223788402764364,CHE
tp,7,0.0544752457713504,0.0590114745754871,0.405902186080323,0.219375823028836,CHE
ts,2,0.0506706103134603,0.0621547701992527,0.271626928120694,0.224987225144296,CHE
ts,3,0.0679936480784885,0.0631592601028365,0.57341636493146,0.262518670782967,CHE
ts,4,0.0491994129433982,0.0594445878643251,0.315315840498914,0.214362951449168,CHE
ts,5,0.0714836151250403,0.0584921193528212,0.586023109772349,0.229654608680524,CHE
ts,6,0.0536739584376634,0.060765635074604,0.349354155320295,0.223266763013568,CHE
ts,7,0.0540479363517586,0.0589997490960991,0.402174149320707,0.219557699564998,CHE
cs,2,0.0223436847973119,0.017229382833391,0.197369139796018,0.113393991319765,TWN
cs,3,0.0245009908246021,0.0475007337525853,0.225253497530384,0.513158865850057,TWN
cs,4,0.0295159010255349,0.0825618468345952,0.315135166745331,0.946518768307381,TWN
cs,5,0.10102095479273,0.063452419317351,1.23208459623341,0.702060697244918,TWN
cs,6,0.101020954792729,0.0634524193173512,1.2320845962334,0.702060697244921,TWN
cs,7,0.101020954792729,0.0634524193173513,1.23208459623341,0.702060697244922,TWN
tp,2,0.0230263780512092,0.0167893130945091,0.206419774391745,0.110873064165728,TWN
tp,3,0.0554289791476778,0.0588446260817654,0.553731105261242,0.654272975934824,TWN
tp,4,0.0247782745983947,0.0286435729872328,0.198512353327145,0.277728607979372,TWN
tp,5,0.0243416689570655,0.0284562672984715,0.112369231559959,0.28303223931846,TWN
tp,6,0.0243416689570655,0.0284562672984715,0.112369231559959,0.28303223931846,TWN
tp,7,0.0243416662593912,0.0284562672982795,0.112369233490959,0.283032239315857,TWN
ts,2,0.0231390520948234,0.0166398527626946,0.207588064426506,0.110101544210904,TWN
ts,3,0.0553564420156862,0.0586962652791269,0.5528772907689,0.652507807270927,TWN
ts,4,0.0247766322440182,0.0275539149935718,0.198432600584303,0.264801302968169,TWN
ts,5,0.0996820796737171,0.0615705870836352,1.21829079279096,0.672073064655387,TWN
ts,6,0.0996818509352693,0.0615705678710901,1.21828754366667,0.672072873797065,TWN
ts,7,0.0996820283638122,0.0615706579644006,1.21829020097204,0.672074186429382,TWN
